title,description,author,date,link
Fitch Ratings downgrades Hong Kong for first time since 1995,"Territory’s recent political turmoil raises doubts about its governance, agency said",,2019-09-06T08:30:26Z,https://www.irishtimes.com/business/economy/fitch-ratings-downgrades-hong-kong-for-first-time-since-1995-1.4009833
"How One Bahamian Town, With 95 Percent of Homes Destroyed, Grapples with Dorian’s Legacy","The small community of Treasure Cay, left without power, water or communication, is wrestling with the vast destruction wrought by Hurricane Dorian.",Kirk Semple,2019-09-06T07:00:10Z,https://www.nytimes.com/2019/09/06/world/americas/bahamas-abaco-hurricane-damage.html
Chandrayaan-2: How to Follow India’s Moon Landing,What you need to know about the mission and how to follow it.,Kenneth Chang,2019-09-06T14:38:06Z,https://www.nytimes.com/2019/09/06/science/india-moon-landing-chandrayaan-2.html
Mallinckrodt to pay $24 mln in cash to settle opioid lawsuits with two Ohio counties,"Drugmaker Mallinckrodt plc said on Friday it will pay $24 million in cash to two counties in Ohio, to settle lawsuits in connection with an ongoing multidistrict opioid litigation in the United States.",Reuters Editorial,2019-09-06T16:40:07Z,https://www.reuters.com/article/us-mallinckrodt-lawsuit-opioids-idUSKCN1VR254
NAACP accepts apology from sheriff for racist text message,"Get breaking national and world news, broadcast video coverage, and exclusive interviews. Find the top news online at ABC news.",The Associated Press,2019-09-06T12:35:26Z,https://abcnews.go.com/US/wireStory/naacp-accepts-apology-sheriff-racist-text-message-65428946
Apple seeks to rehire hundreds of workers for new Siri programme,Tech giant likely to hire over 400 at Cork facility for ‘opt-in’ grading programme,Ciara O'Brien,2019-09-06T16:02:11Z,https://www.irishtimes.com/business/technology/apple-seeks-to-rehire-hundreds-of-workers-for-new-siri-programme-1.4010223
Sails force: why competitive sailors train like Olympic athletes,"There was a time when success in competitive sailing basically required great seamanship, strategy and tactics. Fitness was just part of the mix. That has changed. Grand Prix racing yachts have always been complex, but powerful hull designs have evolved in re…",David Schmidt,2019-09-06T16:01:00Z,https://www.irishtimes.com/life-and-style/health-family/fitness/sails-force-why-competitive-sailors-train-like-olympic-athletes-1.4006307
Mexico declares success in slowing migrant flow,Mexico says the number of migrants arriving at the U.S.-Mexico border has fallen by 56 percent since an agreement with U.S. officials three months ago to reduce the flow,The Associated Press,2019-09-06T13:07:25Z,https://abcnews.go.com/International/wireStory/mexico-declares-success-slowing-migrant-flow-65429421
Kennedy Center looks to the future with opening of The Reach,The Kennedy Center is unveiling a massive new expansion designed to redefine the iconic performing arts complex and transform the relationships between audience and artist,The Associated Press,2019-09-06T16:35:58Z,https://abcnews.go.com/Entertainment/wireStory/kennedy-center-future-opening-reach-65433950
US jobs growth weaker than expected,"Just 130,000 jobs were created in August, adding fuel to forecasts of an economic slowdown.",https://www.facebook.com/bbcnews,2019-09-06T12:53:38Z,https://www.bbc.co.uk/news/business-49609517
Justice Department Launches Antitrust Probe Into Four Auto Makers,"Government seeks to determine if Ford, Honda, BMW, VW violated competition law by agreeing with each other to follow emissions standards beyond those proposed by Trump administration",Timothy Puko,2019-09-06T14:09:00Z,https://www.wsj.com/articles/justice-department-launches-antitrust-probe-into-four-auto-makers-11567778958?mod=hp_lead_pos2
Chris Smalling condemns racism in Italy as he settles in at Roma,Former Manchester United teammate Ronelu Lukak was subjected to abuse in Cagliari,Sachin Nakrani,2019-09-06T15:15:20Z,https://www.irishtimes.com/sport/soccer/chris-smalling-condemns-racism-in-italy-as-he-settles-in-at-roma-1.4010116
Males of This Tiny Mammal Species Die En Masse After a Single Mating Season Because It Is So Exhausting,"This type of mating behavior, where a generation of males die off in their first season, is very rare in the animal kingdom.",Aristos Georgiou,2019-09-06T16:02:38Z,https://www.newsweek.com/males-this-tiny-mammal-species-die-en-masse-after-single-mating-season-because-it-so-exhausting-1458060
U.S. Farmers on China Tariffs: 'This Isn't Just a Chess Match',"The trade war with China is putting a strain on the U.S. agriculture industry. WSJ's Jason Bellini sat down with a group of farmers from the corn, beef, soybean, and dairy industries to hear how tariffs are affecting their businesses.",,2019-09-06T11:00:00Z,https://www.wsj.com/video/us-farmers-on-china-tariffs-this-isnt-just-a-chess-match/6E3D31C1-7FA4-4C53-9EE5-A4003F875E2B.html
"Meet the star women running Silicon Valley's largest IPOs at Goldman Sachs, Morgan Stanley, and JPMorgan",The rise of three female tech bankers signals a sea-change in an industry where high-profile male leaders tend to be front and center on most Silicon Valley deals. Alice Takhtajan at JPMorgan and Kim-Thu Posnett at Goldman Sachs are doing some of the heavy li…,Becky Peterson and Dakin Campbell,2019-09-06T14:55:29Z,https://www.businessinsider.com/trio-of-senior-women-are-running-silicon-valleys-largest-ipos-2019-9
Plácido Domingo fighting new wave of sexual harassment claims,String of concerts cancelled as 11 women come forward to accuse opera star,Guy Hedgecoe,2019-09-06T13:52:39Z,https://www.irishtimes.com/news/world/europe/pl%C3%A1cido-domingo-fighting-new-wave-of-sexual-harassment-claims-1.4010036
Who Owns the American West? And Who Should Profit From It?,Readers respond to recent issues of the Sunday Book Review.,,2019-09-06T09:00:01Z,https://www.nytimes.com/2019/09/06/books/review/letters-to-the-editor.html
"Italy-EU honeymoon has just started, but needs to last","Italy's new coalition government has been hailed as good news for Europe, as a more Brussels-friendly lineup replaces the populist coalition in which right-wing leader Matteo Salvini and his euro-skeptic League held considerable sway",The Associated Press,2019-09-06T16:47:57Z,https://abcnews.go.com/International/wireStory/italy-eu-honeymoon-started-65434640
"Reports: GM Mayock, WR Brown physically separated after spat","Wide receiver Antonio Brown approached Oakland Raiders general manager Mike Mayock while he was watching practice to initiate the exchange that led to the men being physically separated on Wednesday, ESPN and NFL Network reported Friday.",Reuters Editorial,2019-09-06T16:26:48Z,https://www.reuters.com/article/us-football-nfl-oak-brown-mayock-idUSKCN1VR23Q
10 things you need to know before the opening bell,"Here is what you need to know. 1. Robert Mugabe, the former leader of Zimbabwe, dies at 95. Mugabe was forced to resign as Zimbabwe's president in 2017, after a 37-year rule colored by economic turmoil, disputed elections, and human-rights violations. 2. Stoc…",Yusuf Khan,2019-09-06T11:16:00Z,http://markets.businessinsider.com/news/stocks/10-things-you-need-to-know-before-the-opening-bell-1028504935
Pence’s Stay at Trump Hotel in Ireland and Trump’s G7 Plans Draw Democrats’ Scrutiny,The Democrats argued that the president could benefit financially if his administration spends taxpayer dollars on stays at his private company’s properties.,Nicholas Fandos,2019-09-06T14:00:05Z,https://www.nytimes.com/2019/09/06/us/politics/trump-properties-ireland-g7.html
"Home Health Aides: Low Wages, Long Hours","Readers discuss the need for universal long-term care, cultural differences between aides and clients, unions and more.",,2019-09-06T17:04:55Z,https://www.nytimes.com/2019/09/06/opinion/letters/home-health-aides.html
No one thought a UK Prime Minister could be worse than Theresa May. Until now.,,,2019-09-06T13:17:31Z,https://www.cnn.com/collections/intl-brexit-0906/
‘No truth’ in claims that Paisley gave cash to UVF for bombings,Story characterised by enraged son as attempt to impugn reputation of dead father,,2019-09-06T17:05:59Z,https://www.irishtimes.com/news/ireland/irish-news/no-truth-in-claims-that-paisley-gave-cash-to-uvf-for-bombings-1.4010276
"Celebrate Fall Early With Our Donald, Huey, Dewey and Louie Trick-or-Treat Wallpaper","It’s early September, but fall fun is already in full swing here at Magic Kingdom Park at Walt Disney World Resort. The park is already decorated pumpkins and fall garland - and on select nights, plays host to Mickey’s Not-So-Scary Halloween Parties!",Jennifer Fickley-Baker,2019-09-06T13:07:32Z,https://disneyparks.disney.go.com/blog/2019/09/celebrate-fall-early-with-our-donald-huey-dewey-and-louie-trick-or-treat-wallpaper/
August Jobs Report: What to Look For,"The trade war and a global slowdown has not yet knocked hiring off course, and analysts expect another solid gain in employment.",Nelson D. Schwartz,2019-09-06T09:30:05Z,https://www.nytimes.com/2019/09/06/business/economy/august-jobs-report.html
America is running out of White Claw seltzer,"White Claw is a victim of its own success: The hard seltzer brand confirmed a nationwide shortage in the United States, sparked by the drink's rising popularity.","Jordan Valinsky, CNN Business",2019-09-06T16:03:37Z,https://www.cnn.com/2019/09/06/business/white-claw-shortage-trnd/index.html
Florida Mechanic Accused of Sabotaging Plane so He Could Get Paid Overtime,An aircraft maintenance worker allegedly tampered with an American Airlines plane at the airport in Miami.,Brendan Cole,2019-09-06T10:44:22Z,https://www.newsweek.com/florida-miami-american-airlines-plane-1458011
Eye Opener: Hurricane Dorian batters the coast,"Hurricane Dorian takes its final shot at the United States. Also, fire crews in southern California are battling fast-moving flames burning dangerously close to residential neighborhoods. All that and all that matters in today's Eye Opener. Your world in 90 s…",CBS News,2019-09-06T11:18:03Z,https://www.cbsnews.com/video/eye-opener-hurricane-dorian-batters-the-coast/
Police to have 'significant' presence at republican marches in Glasgow,The parades through Glasgow on Saturday come a week after a march in Govan was marred by sectarian violence.,https://www.facebook.com/bbcnews,2019-09-06T12:50:05Z,https://www.bbc.co.uk/news/uk-scotland-glasgow-west-49608938
Merriam-Webster Appears to Troll Trump With 'Mumpsimus' Tweet After #Sharpiegate: 'A Stubborn Person Who Insists on Making an Error in Spite of Being Shown That it is Wrong',"The dictionary says that this insult originated with an illiterate priest who accidentally said ""mumpsimus"" rather than ""sumpsimus""—meaning ""we have taken"" in Latin—during a mass service.",Aristos Georgiou,2019-09-06T09:02:32Z,https://www.newsweek.com/merriam-webster-trump-mumpsimus-sharpiegate-stubborn-person-error-wrong-1458000
Caster Semenya has joined a women’s football club,She’s currently appealing approval of IAAF’s introduction of a new testosterone limit,The Irish Times,2019-09-06T10:32:21Z,https://www.irishtimes.com/sport/other-sports/caster-semenya-has-joined-a-women-s-football-club-1.4009892
Essex Islamic Academy trustees disqualified over pupil radicalisation attempts,The Barking academy was investigated after teacher Umar Ahmed Haque was convicted of terrorism offences.,https://www.facebook.com/bbcnews,2019-09-06T15:13:05Z,https://www.bbc.co.uk/news/uk-england-london-49598026
2019/09/06 15:00 GMT,The latest five minute news bulletin from BBC World Service.,,2019-09-06T15:06:00Z,https://www.bbc.co.uk/programmes/w172wy0h9cyjjtr
