title,description,author,date,link
Why Paternity Leave Is Important For Dads AND Moms,,Catherine Pearson,06/16/15,https://www.huffpost.com/entry/paternity-leave_n_7569966
"Holy Moly, Viola Davis Has Never Looked Better",Her plunging cut-out gown fit her perfectly.,Jamie Feldman,02/23/17,https://www.huffpost.com/entry/viola-davis-dress_n_58aeec77e4b057efdce9756d
<i>Bright Star</i> & the Art of the Tony Number,,Cara Joy David,06/15/16,https://www.huffpost.com/entry/bright-star--the-art-of-t_b_10473912
A Historic Moment for New England: A Marine National Monument in the Atlantic!,,Bradley M. Campbell,09/15/16,https://www.huffpost.com/entry/a-historic-moment-for-new_b_12013350
It's Friday. You Need To See This Bulldog Ride A Rocking Horse.,Yee-haw!,Ron Dicker,05/27/16,https://www.huffpost.com/entry/its-friday-you-need-to-see-this-bulldog-ride-a-rocking-horse_n_10167176
Seven Surprising Things You Can Cook In A Sandwich Maker,Turns out you can cook pretty much anything. Seriously.,Juliette Steen,09/06/16,https://www.huffpost.com/entry/7-surprising-awesome-things-you-can-cook-in-a-sandwich-press_n_61087605e4b0999d2084f4e7
Terrifying Video Shows 2 Bullets Narrowly Missing 4-Year-Old Girl's Head,A man upset with a neighboring business was charged.,David Moye,04/13/17,https://www.huffpost.com/entry/arizona-barbershop-shooting-girl-video_n_15999750
Rubio's Future and GOP Brand Hangs in the Balance,"The announcement of Dr. Ben Carson getting out of the race was followed with sighs of relief.  However, those sighs were almost immediately replaced with the question, how do we get Rubio out of this race?  Even by people who would normally support him.",Kevin Price,03/03/16,https://www.huffpost.com/entry/rubios-future-hangs-in-th_b_9369788
New Program Introduces Young Black Men to Technology,The participants in the Minority Male Makers program are making positive strides toward their future. They are also making inroads in a field where minorities are not often represented.,Linnie Frank Bailey,08/10/15,https://www.huffpost.com/entry/new-program-introduces-yo_b_7962636
Stranger Role Play and Girl Boners,"Stepping out of the dark street and into the darker bar, I scoped out the scene. It was so weird going into a bar pretending to be a single woman. My stomach started to get butterflies as I looked at everything with new eyes. Where should I sit? What should I do?",Pam Costa,05/16/16,https://www.huffpost.com/entry/stranger-role-play-and-girl-boners_b_9869832
Fans Lose It Over Meghan And Harry's Most Perfect Photo Yet,The Duke and Duchess of Sussex had a magical moment made for the cameras.,Carly Ledbetter,03/06/20,https://www.huffpost.com/entry/meghan-markle-prince-harry-iconic-picture_n_5e625d13c5b601904ea9825e
Anti-ISIS 'Grand Alliance' Derails in Wake of Russian Jet Downing and Quick Revival of Business-As-Usual,"Would the result have been different had Turkey not chosen to shoot down a Russian plane which may have veered momentarily  --  and this in the Turkish version, mind you  --  into its territory? We'll never know.",William Bradley,11/28/15,https://www.huffpost.com/entry/anti-isis-grand-alliance_b_8669300
"Active investing versus passive: What if everyone indexed, except Warren Buffett?",Warren Buffett sometimes says things that seem . . . contradictory.,"Druce Vertes, CFA",03/10/16,https://www.huffpost.com/entry/active-investing-versus-p_b_9256026
Why Nancy Pelosi's Comments About Capitalism Disappointed Progressives,The minority leader’s critics claim she sounded out of touch at a town hall Tuesday.,Daniel Marans,02/01/17,https://www.huffpost.com/entry/nancy-pelosi-town-hall-capitalism_n_58925a53e4b070cf8b807e28
This Critically Acclaimed Crime Drama Is The Top Show On Netflix Right Now,A beloved comedy series and new game show are also trending on the streaming service.,Caroline Bologna,05/02/22,https://www.huffpost.com/entry/ozark-popular-netflix-shows_l_62700b53e4b029505df4de6e
Claudia Pechstein Becomes Oldest Female Winter Olympian Of All Time,The German speedskater at Beijing 2022 became only the second athlete to compete in eight Winter Games.,AP,02/05/22,https://www.huffpost.com/entry/claudia-pechstein-winter-olympics-2022_n_61fe5e81e4b0725faaca7f22
Did ISIS Smash Fake Sculptures In Mosul? Experts Say Many Of Them Were Replicas,,artnet,02/27/15,https://www.huffpost.com/entry/isis-fake-sculptures_n_6772790
Jennifer Lopez’s New Video Is A Sad Premonition Of The Future Of Feminism,,Jenavieve Hatch,05/09/16,https://www.huffpost.com/entry/jennifer-lopezs-new-video-is-a-sad-premonition-of-the-future-of-feminism_n_9868480
Trump’s Bid To Weaken The Next Federal Climate Report Is Likely To Backfire,But his administration could do harm just by trying.,Alexander C. Kaufman,05/29/19,https://www.huffpost.com/entry/trump-weaken-climate-assessment_n_5cee85dfe4b0793c234882d3
Is Gorsuch Part Of The Putin Plan?,,Lance Simmens,04/03/17,https://www.huffpost.com/entry/is-gorsuch-part-of-the-putin-plan_b_58e29faae4b02ef7e0e6df6c
Stop Telling Me To Leave New York,,Shane O'Neill,08/18/16,https://www.huffpost.com/entry/stop-telling-me-to-leave-new-york_b_57b4e158e4b04c60997838ad
5 Things Wives Should Know About Mistresses,"Let's be clear. There's never a good excuse for engaging in an affair with someone who is married. But it does happen. And at the end of the day, women who become mistresses or ""the other woman"" are our daughters, sisters, aunts, mothers, wives, and neighbors. They are women within our communities.",Michelle Zunter,08/22/16,https://www.huffpost.com/entry/5-things-wives-should-know-about-mistresses_b_11531148
It's Now Populism Or Bust For Hillary Clinton,"A populist vice president would by no means be a panacea, but it would send a strong message that the Clinton campaign and its imminent administration are taking seriously the desperation, frustration, anger, and sense of hopelessness that so many people -- from the working class to immigrants to Millennials -- feel today.",Edward Yaeger,03/17/16,https://www.huffpost.com/entry/its-now-populism-or-bust_b_9482472
Spider-Man Is A Super Creepy Stalker In This Recut Trailer,He’s not your friendly neighborhood web-slinging superhero anymore.,Lee Moran,04/06/17,https://www.huffpost.com/entry/spider-man-recut-creepy-thriller_n_15845898
"More Than 300 Boeing Planes May Have Faulty Parts, Investigation Finds",The Federal Aviation Administration determined that as many as 148 parts could have been manufactured improperly.,Julian Shen-Berro,06/03/19,https://www.huffpost.com/entry/boeing-max-planes-federal-aviation-administration_n_5cf55226e4b0e346ce8276bd
DNC Chair Says Russian Hackers Attacked The Committee Through Election Day,That goes against Obama's statement that the attacks ended after he spoke to Putin in September.,Dave Jamieson,12/18/16,https://www.huffpost.com/entry/dnc-chair-says-committee-was-attacked-by-russian-hackers-through-election-day_n_13707700
The Difference Between Parenting In September And May,From back-to-school mode to end-of-the-year fatigue.,Caroline Bologna,05/20/16,https://www.huffpost.com/entry/the-difference-between-parenting-in-september-and-may_n_573f2396e4b0613b512a03ef
School Choice: Designed To Fail,,Steve Nelson,05/07/17,https://www.huffpost.com/entry/school-choice-designed-to-fail_b_590f5c17e4b056aa2363d62b
Blind Voters Fear Loss Of Privacy With Shift To Mail Voting,"""If a secret ballot is important to you, it's important to a blind person, as well,"" said Chris Danielsen with the National Federation of the Blind.",AP,06/14/20,https://www.huffpost.com/entry/blind-voters-fear-loss-of-privacy-mail-voting_n_5ee63e14c5b6c631fa8d6c51
Why The Success Of 'Imitation Game' Has Greater Implications For The Gay Community,,Reuters,02/16/15,https://www.huffpost.com/entry/imitation-game-gay-cause_n_6689356
How Bernie Sanders's Endorsement Of An Ally Blew Up In His Face,"The Vermont senator withdrew his formal support for Cenk Uygur's congressional bid, but as one California Democrat noted, ""the bad publicity is already out there.""",Daniel Marans,12/14/19,https://www.huffpost.com/entry/bernie-sanders-withdraws-endorsement-cenk-uygur-blows-up-2020-democratic-presidential-primary_n_5df453d2e4b047e8889d61b7
Duke University Urges Repeal Of North Carolina's Anti-Trans Law,The renowned university says HB 2 is causing prospective students and professors to avoid its campus.,Tyler Kingkade,04/18/16,https://www.huffpost.com/entry/duke-university-hb2-repeal_n_571531e9e4b0060ccda3f72a
Woman Calls Out Shirtless Men Who Shame Shirtless Women,"Ohhh, the irony of slut-shaming.",Jenavieve Hatch,01/22/16,https://www.huffpost.com/entry/woman-calls-out-shirtless-men-who-shame-shirtless-women_n_9054178
Instagram Beauty Star Ethan Is Supreme Dies At 17,The makeup expert and influencer had more than half a million Instagram followers.,Ron Dicker,09/07/20,https://www.huffpost.com/entry/ethan-is-supreme-ethan-peters-dead_n_5f561adcc5b6578026d123cc
Why Bernie Sanders is the Best Choice for President,"Although nobody likes to lose, he strikes me as a better loser than Clinton or Trump.  I haven't seen him demonstrating the same petulance the other two candidates show when they lose. Winning and losing seem much more personal to the Clinton or Trump than to Sanders.",Mark Goulston,05/31/16,https://www.huffpost.com/entry/why-bernie-sanders-is-the_2_b_10151214
"This All-American Pin-Up Calendar Is Red, White And Boobs",So much sexier than Uncle Sam.,Priscilla Frank,12/02/15,https://www.huffpost.com/entry/american-pin-up-calendar_n_565dd8f6e4b072e9d1c36554
Hottest Trends in Wedding Eats,"After the dress, food is right up there in terms of what's most important on the wedding day. One of the hurdles brides face is either getting into a venue that has amazing food or finding a place that will allow us to bring in a caterer of our choice.",GalTime,08/25/15,https://www.huffpost.com/entry/hottest-trends-in-wedding-eats_b_7983938
Coaster Nerd? This Tour Is for You!,,Taylor Bybee,08/28/16,https://www.huffpost.com/entry/coaster-nerd-this-tour-is_b_11739856
Software Myth-Conceptions,,David B. Black,11/27/16,https://www.huffpost.com/entry/software-myth-conceptions_b_13270556
Conservatives Have A Big Night In Local And State Elections,"Voters elected Republicans and rejected progressive ballot initiatives, including anti-discrimination and marijuana legalization measures.",Marina Fang,11/04/15,https://www.huffpost.com/entry/2015-elections-conservatives-win_n_563972dee4b0b24aee4812a0
"In The 2010s, Celebrity Feminism Got Trendy. Then Women Got Angry.",The rise and fall of the celebrity feminist litmus test provides a helpful lens to consider the decade in feminism at large.,Emma Gray,12/26/19,https://www.huffpost.com/entry/celebrity-feminism-2010-taylor-swift_n_5dfbdc44e4b006dceaab16a7
HBO Ordered A Black Lives Matter Documentary After Seeing This Year's Oscar Nominees,,Taryn Finley,01/22/16,https://www.huffpost.com/entry/hbo-ordered-a-black-lives-matter-documentary-after-seeing-this-years-oscar-nominees_n_9053586
No Indictment For Cop Who Fatally Shot 12-Year-Old Tamir Rice,The decision came more than a year after the boy was killed while playing in a Cleveland park.,Kim Bellware,12/28/15,https://www.huffpost.com/entry/tamir-rice-inductment_n_56818253e4b0b958f65a0909
What Students And Teachers Really Think About Computer Science In Schools,"The good, the bad and the disappointing.",Rebecca Klein,11/17/15,https://www.huffpost.com/entry/computer-science-education_n_8579802
"I Took 5,000 Pictures Of My Son In His First Year, And I Regret It",Babies don't care if you buy them the fanciest clothes or most expensive toys -- and having extra photos of them should be added to the list.,Christopher Reddy,07/09/15,https://www.huffpost.com/entry/i-took-5000-pictures-of-my-son-in-his-first-year-and-regret-it_b_7758002
The Amazon Kindle Oasis Is A Beautiful Waste,Outlandishly expensive but category-defining.,Damon Beres,04/26/16,https://www.huffpost.com/entry/kindle-oasis-review_n_571e84dfe4b0f309baee4523
Go There When You Want To Be Loved: Charity Single in Support of Pulse Orlando Families And Survivors,,Logan Lynn,06/20/16,https://www.huffpost.com/entry/go-there-when-you-want-to_b_10527852
Katie Couric Told Billy Bush To 'Think Before You Speak' Before Joining 'Today',"Evidently, Bush already had something of a reputation.",Sara Boboltz,10/12/16,https://www.huffpost.com/entry/katie-couric-told-billy-bush-to-think-before-you-speak-before-joining-today_n_57fea966e4b0162c0439c5d8
Prepare For Pink's New Song 'Just Like Fire' To Get Stuck In Your Head,🔥🔥🔥,Carly Ledbetter,04/15/16,https://www.huffpost.com/entry/prepare-for-pinks-new-song-just-like-fire-to-get-stuck-in-your-head_n_5711350ee4b0018f9cb9fed3
Tom Brokaw Quips Wise at Lunch for Meru,"On the third floor of the townhouse that is ""21,"" Tom Brokaw interviewed Jimmy Chin and Chai Vasarhelyi, the star and filmmakers of the documentary Meru at a special lunch celebrating the film's success.",Regina Weinreich,11/01/15,https://www.huffpost.com/entry/tom-brokaw-quips-wise-at_b_8445176
"To Nurture Compassionate Children, Start At Birth",Children’s earliest experiences meaningfully shape who they are.,,05/25/17,https://www.huffpost.com/entry/to-nurture-compassionate-children-start-at-birth_b_592745e6e4b06f6080531b74
Menopause: How One Candy Bar Got it Right,"The topic of the monster that is menopause has been beat to death with a big, hairy, flaming stick. It seems that when we're going through it, we're <em>really</em> going through it. There's so much conflict and chaos taking place inside our bodies that the left ovary doesn't know what the right ovary is doing. It's pure madness.",Valerie Albarda,09/17/15,https://www.huffpost.com/entry/menopause-how-one-candy-bar-got-it-right_b_8119662
Debbie Wasserman Schultz Offered To Change Position On Weed If Donor Retracted Criticism: Report,,Sam Levine,02/20/15,https://www.huffpost.com/entry/debbis-wassermanschultz-o_n_6717306
How Volunteering Can Help the World (And You),"You choose to become even more aware of how each of us plays a very significant part. So you go about your day as usual, but you smile more intentionally, hold someone's hand a bit longer, and make choices that are a part of the solution, not the problem.","Tatiana ""Tajci"" Cameron",09/07/15,https://www.huffpost.com/entry/how-volunteering-can-help_b_8099152
Sears And Kmart Drop 31 Trump Home Items From Their Online Shops,The decision follows Nordstrom's announcement that it had decided to stop carrying Ivanka Trump’s apparel because of declining sales.,Reuters,02/11/17,https://www.huffpost.com/entry/sears-kmart-drop-trump-home_n_589f7995e4b03df370d6d20c
Aung San Suu Kyi and Katniss Everdeen,,Susanne Dumbleton,12/10/15,https://www.huffpost.com/entry/aung-san-suu-kyi-and-katn_b_8761250
NY Jets Quarterback Geno Smith Injured After Being Punched By Teammate,"He's going to miss serious time, too.",Justin Block,08/11/15,https://www.huffpost.com/entry/geno-smith-punched-jaw_n_55ca30b2e4b0923c12be3cb2
How We're Loving our National Parks to Death,"Yellowstone is not the only National Park experiencing overcrowding. The Grand Canyon, Yosemite, and the Great Smoky Mountains all have crowds during peak season.",Trent Sizemore,10/21/15,https://www.huffpost.com/entry/how-were-loving-our-natio_b_8340980
Verizon Reportedly Plans To Bid $3 Billion For Yahoo’s Web Assets,,Jade Walker,06/07/16,https://www.huffpost.com/entry/yahoo-verizon-deal_n_10329578
Tijuana and the Future of Trade,"The general perception is that NAFTA didn't deliver on its promise, and that Mexico needs a self-sufficient economy to move forward. Tijuana offers one potential avenue for economic growth, through a 21st century approach to North American free trade.",Miguel Marshall,06/07/15,https://www.huffpost.com/entry/tijuana-and-the-future-of_b_7528062
Charlize Theron: 'Girls Need To Know That Being A Feminist Is A Good Thing',,Alanna Vagianos,05/08/15,https://www.huffpost.com/entry/charlize-theron-being-a-feminist-is-a-good-thing-elle-uk_n_7241340
The Things That People Hate In Each State Will Leave You A Little Perplexed,"Hater, a dating app that pairs users based on things they dislike, released new data about the most hated things in each state. For some reason Floridians aren't into workout clothes, Californians really detest fidget spinners and Virginians loathe dabbing pizza grease with a napkin.",HuffPost Video,07/21/17,https://www.huffpost.com/entry/things-people-hate-by-state_n_59725410e4b00e4363df5c0f
Don't Get a Ho-Ho-Hernia! Santas Hit The Gym To Prep For Christmas,Santa's secret is out.,Nina Golgowski,12/23/15,https://www.huffpost.com/entry/santas-pictured-hitting-the-gym_n_567ac640e4b0b958f658da13
Black Lives Matter To Speak To 'Unconventional' Crowd,Politics and pop culture will mix at first Politicon conference.,Sara Bondioli,09/23/15,https://www.huffpost.com/entry/black-lives-matter-politicon_n_5602db11e4b00310edf995a2
Husband & Wife Entrepreneurs Scale Kids' Sunglasses Company,,Renny McPherson,05/12/16,https://www.huffpost.com/entry/husband-wife-entrepreneur_b_9915856
Our New Morbid Routine,"You stay glued to your screens in your utter helplessness. But you tweet, you retweet, and you feel like you're doing something. If you are in Nice, you reassure yourself by saying tomorrow you will go donate blood.",Youssr Youssef,07/15/16,https://www.huffpost.com/entry/the-evening-of-attack_b_11020934
Russian Official Reportedly Says Nation Has The Right To Nuclear Weapons In Crimea,,Reuters,03/11/15,https://www.huffpost.com/entry/russia-nuclear-crimea_n_6845770
#OrlandoStrong Shows The World Standing In Solidarity With The LGBTQ Community,"We love you, Orlando.",Jenna Amatulli,06/16/16,https://www.huffpost.com/entry/orlandostrong-solidarity-with-lgbt-community_n_10510780
Meet Possibly the World's Tiniest Orthopedic Surgery Patient,"When this baby's rescuer heard the sound of high-pitched screaming, she immediately ran outside to see what was going on.",Alison Hermance,06/04/15,https://www.huffpost.com/entry/meet-possibly-the-worlds-_b_7504146
Risk in the Asset-less Economy,"Uber and Airbnb's customers, non-employee employees and stakeholders rightfully have an expectation of the harmonization of the terms of trade irrespective of borders. Herein lies one of the greatest existential risks to the asset-less economy.",Dante Disparte,07/14/15,https://www.huffpost.com/entry/risk-in-the-assetless-eco_b_7789512
'I Never Thought I Would Be So Happy To Have Divorced Parents',,Brittany Wong,04/10/15,https://www.huffpost.com/entry/advice-from-stepkid_n_7021058
Obama To Outline Criminal Justice Reform In NAACP Speech,,Marina Fang,07/14/15,https://www.huffpost.com/entry/obama-criminal-justice-reform_n_7789556
"Like Issa Rae, I’m Also ‘Rooting for Everybody Black’","As many obstacles as we face in our lives, there are times when we need to see one another win.",Taryn Finley,09/19/17,https://www.huffpost.com/entry/issa-rae-rooting-for-everybody-black_n_59c06befe4b0186c2205422f
Is It OK to Drink Alcohol While Pregnant? 10 Things You Should Know,"There are many myths and misconceptions surrounding alcohol use during pregnancy. SELF spoke to the experts, and they answered some common questions for us. Here's what they had to say.",SELF,02/04/16,https://www.huffpost.com/entry/is-it-ok-to-drink-alcohol-while-pregnant-10-things-you-should-know_b_9153818
"Power of Play: Applied Knowledge, Engaged Learning","My wife and I have both taught for a number of years in progressive public schools. The last few years have made us think deeply about how we want to educate our children, and to revisit how that influences our work in public education.",Getting Smart,04/24/15,https://www.huffpost.com/entry/power-of-play-applied-kno_b_7139322
"Supreme Court Will Hear Obamacare Case, But Probably Not Until Next Term",The announcement almost certainly pushes a ruling past the 2020 presidential election.,Jonathan Cohn,03/02/20,https://www.huffpost.com/entry/supreme-court-obamacare_n_5e5c93afc5b6beedb4edb635
Open Letter to Bruce Jenner: Please Accept This Medal of Courage,"Bruce, please hold your head up high and never give up. You no longer need to hide. You no longer need to isolate. You have nothing left to fear. You have conquered more battles already than most could ever imagine in their wildest dreams.",Mary Moss,05/21/15,https://www.huffpost.com/entry/open-letter-to-bruce-jenner-please-accept-this-medal-of-courage_b_7345676
Hillary Clinton Cruises To Easy Win In Arkansas Primary,"The Clintons' ties to Arkansas remain strong, and she was widely expected to win.",Amanda Terkel,03/02/16,https://www.huffpost.com/entry/hillary-clinton-arkansas-primary_n_9361832
Turkish Security Forces Fire Tear Gas At Protesters In Diyarbakir,,Reuters,11/01/15,https://www.huffpost.com/entry/turkish-security-forces-fire-tear-gas-at-protesters-in-diyarbakir_n_56364d4fe4b063179912b491
"CLIENTEL3 -- Posh, Exclusive, Sexy",": Unlike many businesses who say they are exclusive, CLIENTEL3 really is. They don't advertise. They don't offer free tours of the facility. They don't guarantee that you can train there just because you apply.",Stacey Alcorn,02/10/16,https://www.huffpost.com/entry/clientel3---posh-exclusiv_b_9198730
Theme Park Adds Special Features For Kids With Sensory,Such a great idea.,Suzy Strutner,07/01/16,https://www.huffpost.com/entry/dollywood-autism-room_n_57765e09e4b0a629c1a97fd1
Where Was Hillary?,"For the Netroots Nation convention, the most notable thing was that two Democratic candidates for president showed up, and three did not. Bernie Sanders and Martin O'Malley were both on hand to court Lefties, but I had to wonder where Hillary Clinton was.",Chris Weigant,07/21/15,https://www.huffpost.com/entry/where-was-hillary_b_7836984
Returning to Work After Breast Cancer,"Should you find yourself in a position where you do receive a diagnosis of breast cancer, you should immediately address all aspects of your treatment program, not only with your doctors, but also with your employer in order to make the right choices for yourself.",Barbara Jacoby,05/16/16,https://www.huffpost.com/entry/returning-to-work-after-b_b_9975796
Ethiopia Declares State Of Emergency Amid Continuous Protests,The government says it is trying to restore order as intense demonstrations grow.,Reuters,10/09/16,https://www.huffpost.com/entry/ethiopia-state-of-emergency_n_57fa445de4b0b6a4303316ef
Denny Hamlin Wins Thrilling Daytona 500,,Jade Walker,02/22/16,https://www.huffpost.com/entry/denny-hamlin-daytona-500_n_56cab958e4b041136f1773dc
Watch What Could Be This Year's Viral Ice Bucket Challenge,,Robbie Couch,06/03/15,https://www.huffpost.com/entry/bear-grylls-give-me-10-challenge_n_7487234
National Rifle Association Endorses Donald Trump For President,The Republican candidate once backed a ban on assault weapons.,Christina Wilkie,05/20/16,https://www.huffpost.com/entry/nra-donald-trump-endorsement_n_10069224
Democrats Need To Be Republicans Now,Democrats have to be Republicans in their daily commitment to the cause.,Allan Abramson,11/12/16,https://www.huffpost.com/entry/democrats-need-to-be-republicans-now_b_582796bee4b02b1f5257a379
Six Myths About Having a Target Market,"A target market is simply whom you serve best and therefore wish to serve most. Or where you do your best work as an advisor, rep, agent, planner, broker, producer, or related wholesaler. It makes a lot of sense to discover, create, and ultimately establish a target market.",Michael Goldberg,07/30/15,https://www.huffpost.com/entry/six-myths-about-having-a-_b_7906172
The Heart of Humanity: Huge Lessons From a Small Vietnamese Village,"After experiencing things from the other side, my only wish is that one day people start to wake up; that they put down the beauty magazines and switch off the E! Network; that they power down to power up, and go out into the world (even their own town) and see it for what it really is, see the people for who they really are: beautiful.",Kristy Gustafson,06/23/15,https://www.huffpost.com/entry/the-heart-of-humanity-hug_b_7604354
10 Tips to Improve that Boring Business Blog,,Segun Onibalusi,06/28/16,https://www.huffpost.com/entry/-10-tips-to-improve-that_b_10721856
2020: The Things You Must Remember,And the things you can't forget.,,01/12/21,https://www.huffpost.com/entry/2020-the-things-you-must-remember_n_5ff4d53ec5b61817a53a6067
A Tale of Two Milwaukee Avenues,"For me, affordability has always been and it continues to be at the top of the priority list. Having grown up in a family with little means, I am especially sensitive to the profound impacts that affordable housing opportunities provide.",Joe Moreno,10/01/15,https://www.huffpost.com/entry/a-tale-of-two-milwaukee-a_b_8223378
World's Best Cruise Lines for Families (PHOTOS),,Travel + Leisure,01/05/16,https://www.huffpost.com/entry/worlds-best-cruise-lines_b_8916850
Dalai Lama Agrees To Attend National Prayer Breakfast,,Antonia Blumberg,01/30/15,https://www.huffpost.com/entry/dalai-lama-national-prayer-breakfast_n_6581424
How The GOP Got Comfortable Pushing Abortion Bans Without Rape Exceptions,Abortion bans with nearly no exceptions were once taboo. But now they're mainstream and on their way to becoming law in several states — as Roe hangs in the balance.,Alanna Vagianos,04/08/22,https://www.huffpost.com/entry/how-the-gop-got-comfortable-with-banning-abortion-for-everyone-including-rape-victims_n_6245b438e4b0e44de9bec890
Ghana's Opposition Leader Wins Presidential Election,"Akufo-Addo, 72, served as attorney general and then as foreign minister in the New Patriotic Party government.",Reuters,12/09/16,https://www.huffpost.com/entry/nana-akufo-addo-presidential-election-ghana_n_584a5d74e4b0bd9c3dfc2b1c
How Millennials Are Eating Differently From Their Parents,Gen Y-ers care about food -- for more than snapping gorgeous Instagram pics.,Kate Bratskeir,08/18/15,https://www.huffpost.com/entry/how-millennials-eating-differently-from-parents_n_8002800
My Top 5 BBQ and Grill Restaurants of 2014,"A lot of people complain that barbecue just isn't what it used to be, and they're right.  It's better. It's better in traditional barbecue hotspots, like Kansas City and Dallas. It's better in places where you'd never expect to find killer 'que, from Brooklyn to Minneapolis to L.A.",Steven Raichlen,01/02/15,https://www.huffpost.com/entry/my-top-5-bbq-and-grill-re_b_6406702
"New Evidence Links Spanking to Child Behavior Problems, but Perhaps The Evidence Isn't So Clear",,Christopher J. Ferguson,05/02/16,https://www.huffpost.com/entry/new-evidence-links-spanki_b_9821000
Watch Bill Hader Do His Judd Apatow Impression For Judd Apatow,,Ryan Buxton,07/15/15,https://www.huffpost.com/entry/watch-bill-hader-do-his-judd-apatow-impression-for-judd-apatow_n_55a6d0b6e4b0c5f0322c4b29
"Luxury Handbags Are A Better Investment Than The Stock Market, Study Says","Fashionistas, rejoice!",Nina Golgowski,01/14/16,https://www.huffpost.com/entry/hermes-bags-investment_n_5697a827e4b0ce496423521e
Most Vulnerable Nations Looking to International System but also to Self-Help:  Uncertain Paris Accord Will Offer Them an Ambitious Agreement and Codifies Loss and Damage,"If as the old adage goes, a nation's greatness is truly measured by how it treats its most vulnerable, then the community of nations must also face its obligations.",Todd Eisenstadt,12/15/15,https://www.huffpost.com/entry/most-vulnerable-nations-l_b_8752898
LeBron Is Bummed He's Never Going To Play Kobe In The Finals,"""I knew I had to be better because of Kobe Bryant.”",Juliet Spies-Gans,12/01/15,https://www.huffpost.com/entry/lebron-james-kobe-bryant-retirement_n_565df884e4b072e9d1c39130
The Virtue of Pride,"Christianity has traditionally considered pride to be a sin, and many secular thinkers today agree that we need more humility. On the other hand, a glance at the self-help sections of bookstores reveals that pride (usually called ""self-esteem"") is desired by many.",Howard J. Curzer,07/09/15,https://www.huffpost.com/entry/the-virtue-of-pride_b_7753532
Dad Offers Brilliant Way To Read To Three Kids At A Time,"""I had to come up with something.""",Caroline Bologna,09/01/15,https://www.huffpost.com/entry/dad-offers-brilliant-way-to-read-to-three-kids-at-a-time_n_55e49448e4b0b7a96339c824
David Duke Letter Urges Louisianans To Support Trump-Duke Ticket,Supporters can buy an autographed hat with the words “I’m for Duke & Trump!” emblazoned on it.,Igor Bobic,10/16/16,https://www.huffpost.com/entry/david-duke-fundraising-letter-trump_n_5803a5b7e4b06e047595645b
Republicans Weren't Always Above Attacking A Veteran's War Record,GOP officials encouraged efforts to sink John Kerry's 2004 presidential bid.,Igor Bobic,07/20/15,https://www.huffpost.com/entry/republicans-john-kerry-war-record_n_55ad5a9be4b065dfe89f1cbc
Boyfriend’s Ex Questioned In Murdered Dentist Case,"Police said the woman ""ended a two-year relationship"" with the victim's boyfriend.",David Lohr,09/10/15,https://www.huffpost.com/entry/vehicle-used-in-dentists-slaying-allegedly-connected-to-boyfriends-ex_n_55f07ab0e4b03784e2778667
Yemen's War Through A Child's Eyes: 'I Saw My Mum Burning In Front Of Me',At least three children have been killed every day in Yemen since the conflict began in March.,Charlotte Alfred,12/08/15,https://www.huffpost.com/entry/war-yemen-children_n_56673747e4b079b281907e57
Crock Pot Love: What You Need to Know About Slow Cooking,"Slow cooking at low temperatures has been around for a long time in many forms, from pit-roasted whole pigs in Samoa to sand-pit clambakes in New England.",Neil Zevnik,05/15/15,https://www.huffpost.com/entry/crock-pot-love-what-you-need-to-know-about-slow-cooking_b_7286896
David Cassidy Hospitalized In Critical Condition,"The former ""Partridge Family"" star is reportedly suffering from organ failure.",Hilary Hanson,11/18/17,https://www.huffpost.com/entry/david-cassidy-hospitalized_n_5a10a1a2e4b0dd63b1aacbc5
Woman's Viral Post Stresses The Importance Of Parents Being In Photos,"""Snap a few moments in time.""",Taylor Pittman,09/12/16,https://www.huffpost.com/entry/womans-viral-post-captures-the-importance-of-parents-being-in-photos_n_57d6e783e4b03d2d459b94f6
Sherri Shepherd Hilariously Pretends To Be Octavia Spencer After Fans Confuse Them,"The comedian posted an Instagram video telling the ""Hidden Figures"" star about the impersonation.",Jenna Amatulli,02/26/19,https://www.huffpost.com/entry/sherri-shepherd-octavia-spencer-instagram_n_5c758d84e4b062b30eb8a522
A Response To Seth Godin's The Freelancer And The Entrepreneur,,Michael S Solomon,07/21/16,https://www.huffpost.com/entry/a-response-to-seth-godins_1_b_11077072
'Earth On The Edge': EU Agency Confirms 2016 As Hottest Year On Record,CC: Donald J. Trump.,Chris D'Angelo,01/05/17,https://www.huffpost.com/entry/2016-hottest-year-copernicus_n_586e9ddfe4b099cdb0fc1943
Muslim Ban,,Jonathan Richards,01/31/17,https://www.huffpost.com/entry/muslim-ban_b_14507484
"Kitten Sees Snow For First Time, Wants Those Darn Flakes",,Ron Dicker,02/02/15,https://www.huffpost.com/entry/kitten-sees-snow-for-the-first-time-video_n_6594812
PGA Strips Trump's Bedminster Golf Club Of 2022 Championship Event,The move comes days after Trump supporters launched a deadly attack on the U.S. Capitol.,Ed Mazza,01/11/21,https://www.huffpost.com/entry/trump-pga-bedminster_n_5ffbbc88c5b63642b6fcf5c3
"Mariah Carey's Disastrous NYE Performance Was Producers' Fault, Reps Say",But the singer brushed it off on Twitter.,Sara Boboltz,01/02/17,https://www.huffpost.com/entry/mariah-careys-disastrous-new-years-eve-performance-was-producers-fault-reps-say_n_586a5442e4b0de3a08f90086
